"country","session_rank","avg_session_duration"
TW,263,330.3333333333333
PT,139,388.5
SI,340,40.0
ZA,65,1268.6302521008404
TZ,22,3854.9528301886794
SD,69,18.333333333333332
RO,240,24.0
US,1658,60.0
AU,448,65.0
BH,31,451.0
BE,270,2721.0
GM,55,4.0
MX,253,338.77777777777777
NE,290,7.0
KM,27,4.0
GR,173,2171.5
AG,75,2.0
KR,129,690.225
MG,103,988.0
ML,41,8989.194103194102
AL,5,877.8908045977012
FR,86,1539.9448275862069
CH,228,84.0
JM,224,165.0
GF,121,265.5
FM,204,1613.0
SK,35,2153.212389380531
VN,11,1337.4384201916337
US,468,413.7894736842105
UA,95,666.5952380952381
TJ,234,12.0
VE,69,50.0
GI,31,3325.0
KI,51,0.0
NL,27,565.59375
BS,173,1.0
JP,269,669.8679245283018
MH,1,172.64102564102564
DM,5,576.0
IT,279,375.8
GB,81,842.875
FI,228,420.0
CA,477,129.0
NG,85,924.3698630136986
CL,204,255.77777777777777
BG,121,922.4444444444445
PH,15,2893.9176637598866
RS,116,445.0
PE,286,215.0
TT,281,220.0
SG,91,6703.925925925926
VI,61,74.5
SA,260,4.0
US,1411,40.0
SL,21,13242.162303664922
TR,70,4820.145038167939
RU,299,308.55555555555554
KR,888,35.0
DJ,51,4457.35294117647
AO,27,618.4897959183673
BR,452,60.0
KZ,209,0.42857142857142855
GH,374,0.0
HU,133,362.22222222222223
ES,269,832.0
GE,103,272.53846153846155
KE,75,424.5833333333333
AU,569,150.0
KN,5,266.8333333333333
GN,41,2070.551724137931
JP,1370,55.0
MD,121,516.0
CR,319,1380.0
CV,116,6.0
EC,146,716.0
MM,35,762.8571428571429
IN,431,36.0
AM,15,2188.9841269841268
DE,310,912.5
BB,91,526.0
LY,12,3412.627783669141
KG,95,655.6666666666666
AR,149,799.7446808510638
NI,57,9221.120689655172
CO,433,70.0
GL,61,1.0
BD,260,400.0
LR,66,4.5
MY,247,318.5
JP,919,365.3333333333333
AF,65,9254.568181818182
QA,174,258.0
PG,266,0.0
SE,79,961.2
US,846,58.77777777777778
SN,1,5623.275928605885
RE,180,564.0
PA,85,252.0
LU,116,0.0
BN,35,295.4375
MA,91,272.14285714285717
GT,145,88.125
CZ,12,982.9339263024142
FR,309,137.5
LA,160,900.0
DO,17,2439.4590163934427
KR,482,173.0
ID,136,3061.40625
AU,163,712.7272727272727
NZ,219,384.0
MU,143,115.0
BE,109,12621.0
CN,216,35.333333333333336
NE,65,6279.724137931034
TW,100,735.2258064516129
SI,55,620.9090909090909
ZA,290,365.0
RO,403,106.0
US,1817,115.0
SV,173,1639.0
TH,254,50.0
PF,99,10.5
PR,183,866.0
SE,228,461.0
QA,5,1666.76582278481
TD,45,343.0
US,997,73.0
RE,31,441.9264705882353
CI,69,270.4264705882353
LY,167,15461.5
MR,18,6.555555555555555
GB,608,45.0
AR,62,1559.687134502924
EC,57,3688.9718309859154
IN,260,4254.239130434783
MM,136,4.115384615384615
AM,164,312.5
DE,413,220.5
JP,828,87.66666666666667
AF,234,1.0
NI,146,217.6
CO,282,717.0
MY,92,1160.2391304347825
SV,6,4212.078610603291
TH,85,464.1923076923077
TW,207,524.4
SI,156,17.0
PY,82,152.15384615384616
RO,312,0.0
US,1970,65.0
PR,28,629.4507042253521
TC,27,835.0
TN,266,40.0
GT,58,452.3095238095238
CZ,167,867.0
BN,136,139.5
FM,260,25.0
AU,8,1166.1595907928388
MU,36,365.45
CN,115,560.1052631578947
BE,198,3785.3333333333335
MX,309,1061.3333333333333
NE,234,0.2
LA,11,732.8796680497925
DO,186,167.66666666666666
KR,329,254.0
ID,35,2204.710099424385
NZ,112,527.2
BS,6,367.29906542056074
JP,422,230.66666666666666
CG,41,18.666666666666668
NL,176,698.5
MW,48,303.8333333333333
IT,444,928.0
CA,374,226.25
FI,79,386.25
GB,250,399.45454545454544
HR,24,903.4888888888889
AW,28,3.0
CL,103,623.0
AZ,269,2611.5
BG,210,292.5
LC,31,791.6666666666666
ST,18,0.0
TJ,65,7489.735294117647
UA,244,736.0
SK,136,5612.428571428572
US,383,658.0119047619048
VN,160,130.0
GH,477,0.0
HU,46,977.8791208791209
ES,422,609.0
GE,204,1128.5
AU,658,90.0
MP,6,635.0
KR,979,100.0
BR,367,423.0
AO,176,76.5
KZ,122,442.95
JP,1521,89.0
BT,48,173.25
GQ,24,3.0
CR,404,65.0
GN,130,2.9411764705882355
TT,434,490.0
SG,240,197.5
PH,164,434.7551020408163
RS,223,460.0
RU,384,1210.5
TM,119,190.0
VI,150,117.5
US,1320,80.0
TR,237,23.75
UY,88,352.85714285714283
SL,190,2.0
AT,2,3698.475633528265
FJ,81,2.8333333333333335
MT,46,1911.3333333333333
CO,121,760.9310344827586
BD,204,1.25
JP,607,135.0
EE,5,459.56310679611653
IE,41,10614.058823529413
HN,156,337.5
LK,79,13.2
GU,48,617.5
IN,103,1901.7192494788046
NP,52,1282.7384615384615
DE,254,215.33333333333334
CA,655,195.0
BO,130,361.5
CD,55,1858.5555555555557
AR,349,207.0
DZ,100,1.0
US,646,96.52941176470588
PS,22,1107.0436507936508
PL,140,713.4
PG,194,2.0
WF,11,54.25
BW,46,51.416666666666664
GR,6,1789.8709508881923
KR,42,865.5382882882883
ID,320,3963.5
AU,363,444.0
CN,272,562.0
MX,86,1063.9447852760736
GH,548,1.0
CH,79,3175.3
JM,75,7053.666666666667
AS,52,132.75
FM,103,173.92307692307693
GT,345,0.5
ML,130,88.0
GY,72,121.75
FR,253,213.75
JP,1544,66.0
VU,18,235.0
YE,240,68.0
TN,105,14501.333333333334
TT,587,325.0
UZ,70,955.5114503816794
PT,32,652.8852459016393
TW,428,250.0
ZA,234,235.5
RO,91,491.0810810810811
SD,238,70.0
US,1745,45.0
PK,186,10512.0
TH,310,982.0
ZW,42,2333.0
SR,46,3129.25
US,28,1080.4122867363787
TJ,290,0.0
TG,51,55.94117647058823
ME,216,70.0
GP,18,1060.6666666666667
IT,223,550.0666666666667
CA,21,1370.2337514253136
BJ,160,478.3333333333333
GB,409,126.0
MZ,66,25.88888888888889
AZ,110,163.75
CL,260,262.5
HT,36,889.0714285714286
MQ,12,2634.720930232558
JO,95,92.63636363636364
DK,146,1161.0
HK,190,224.0
JP,197,552.7746478873239
US,1099,58.333333333333336
SA,204,28.75
YT,6,2281.9791666666665
RU,227,569.55
PH,455,0.0
PE,214,124.2
TT,209,686.6666666666666
SG,403,50.0
MV,58,547.0
OM,65,113.77777777777777
CM,109,344.14285714285717
BF,216,9.0
LB,21,1262.1390728476822
JP,1170,60.0
EG,17,3944.6901408450703
BY,66,5990.090909090909
CR,247,1054.0
KR,688,169.5
GW,36,1.0
KW,8,723.8898678414097
BR,12,1881.0143145021193
CY,185,6.0
IL,115,444.1666666666667
KZ,281,41.0
GH,190,270.0
ES,197,682.0588235294117
CF,35,262.0
MP,90,380.0
GE,144,315.6
HU,114,477.38461538461536
GH,385,11.0
KZ,38,2239.4011976047905
BR,307,379.09090909090907
AO,236,3.0
KR,911,70.0
EG,302,1592.0
CR,456,632.0
BT,108,609.0
JP,1453,85.0
SG,172,156.28571428571428
TT,494,49.0
RS,131,726.5
SX,54,314.0
PH,248,333.625
TM,43,125.375
RU,476,0.0
UY,4,2669.7258883248733
TR,177,196.0909090909091
SL,226,3.0
VI,202,254.5
US,1396,24.0
JP,506,316.6666666666667
BS,90,215.33333333333334
CL,59,714.5974842767296
AZ,337,1.0
BG,142,701.25
NG,162,431.8888888888889
HR,68,717.0
GB,166,682.2916666666666
FI,19,511.12820512820514
CA,298,351.7142857142857
AW,64,461.0
IT,480,1255.0
TJ,29,1273.3865030674847
UA,168,466.64285714285717
US,291,515.1168224299065
SK,212,205.0
PF,148,2.0
TH,9,1107.1374722838138
SV,90,472.27272727272725
PY,14,848.3953934740883
RO,356,80.0
TW,147,416.39130434782606
SI,192,116.0
PR,64,2783.590909090909
SG,566,35.0
GT,102,126.29629629629629
MX,361,228.5
NE,182,2451.0
CN,47,627.8478260869565
MU,120,363.0
BE,154,202.28571428571428
AU,84,3268.229357798165
FK,7,5.0
KR,277,334.45454545454544
ID,127,346.9153846153846
NZ,44,3016.931506849315
GR,313,194.0
DO,230,4.0
LA,87,38.75
SE,184,235.0
SZ,34,177.66666666666666
QA,89,333.14285714285717
RE,67,329.15384615384613
US,953,93.16666666666667
AR,98,978.5952380952381
MR,78,87.33333333333333
KG,168,147.0
GB,572,191.0
CI,25,9361.725352112677
AM,248,75.0
DE,449,207.0
IN,344,81.33333333333333
EC,101,12357.833333333334
CV,131,0.6666666666666666
MM,212,1.0
AF,182,22.666666666666668
JP,864,140.66666666666666
EH,43,1992.0
CO,326,441.0
NI,206,1.0
YT,90,33330.5
US,1047,83.5
SA,144,425.2
RU,191,548.0666666666667
PE,138,908.95
PH,411,79.0
XK,59,303.0
SG,463,1452.0
TT,141,8838.8
CM,49,3808.777777777778
BF,132,642.7777777777778
OM,29,12916.05
BY,30,2576.3636363636365
EG,77,72.25
CR,171,881.5
LB,73,283.30434782608694
JP,1230,75.0
IL,47,1399.90625
KZ,325,183.0
BR,80,2286.1671087533155
CY,229,190.0
KW,84,828.0
KR,748,150.0
ES,153,640.25
GH,226,4.0
TL,33,3.0
SR,114,1.0
ZW,118,3360.3333333333335
US,64,1137.9371310784222
TG,111,91.75
AE,168,1.0
ME,132,447.5
AZ,50,640.672131147541
CL,344,364.0
MZ,30,167.24137931034483
CA,73,1429.3422459893047
GB,453,520.0
IT,131,624.1428571428571
JO,3,2379.297059715065
MQ,80,221.0
FO,47,606.0
HT,120,165.0
JP,153,701.4545454545455
HK,226,405.0
KR,118,882.2121212121212
ID,284,29.0
GR,90,537.1111111111111
MX,10,2706.4878867421144
CN,332,16.0
AU,311,35.0
FM,59,87.14285714285714
GF,142,197.5
AS,104,256.0
JM,23,2131.012658227848
CH,19,2739.65
GY,20,797.5230769230769
FR,161,631.8
JP,1620,85.0
ML,222,0.0
KY,56,258.0
TN,53,192.86111111111111
YE,172,18.714285714285715
UZ,26,1650.1904761904761
PR,291,179.0
TT,535,0.0
US,1677,75.0
RO,7,1449.093062605753
SD,178,90.0
ZA,182,335.6
PT,124,285.3333333333333
PK,230,1.0
CO,37,1735.5851755526658
BD,144,76.07692307692308
FJ,13,800.1696428571429
AT,94,1372.2666666666667
IE,117,247.0
EE,89,795.6666666666666
JP,515,50.0
DE,162,2194.935483870968
IN,59,2611.753058954394
NP,104,117.71428571428571
LK,19,5249.882882882883
BO,222,0.0
AR,257,402.6666666666667
DZ,56,717.5
CD,107,0.5
PS,74,196.21052631578948
SC,132,10.5
US,730,77.4
PL,208,732.7142857142857
PG,158,0.5
SM,12,64.0
UG,112,45.0
ZW,146,201.0
TG,139,4.75
UA,303,240.0
US,164,630.5977318212141
AZ,214,4246.0
CL,444,994.0
BJ,24,3003.1162790697676
CA,173,399.1212121212121
ET,75,17.571428571428573
GB,289,205.0
IT,103,595.1509433962265
AE,76,1491.3521126760563
ME,96,238.0
IN,581,66.0
JP,125,742.0893617021277
MN,46,93857.0
HK,6,4064.662962962963
DK,42,613.0
MQ,180,85.0
HT,156,56.0
NA,122,2.0
BA,86,100.5
RU,91,1950.7173913043478
YT,190,2.0
SA,116,8417.222222222223
US,1267,40.0
TT,105,202.28571428571428
PE,110,1759.857142857143
RS,260,2287.0
PH,383,605.0
CR,79,434.3529411764706
EG,169,172.0
LB,173,634.3333333333334
JP,1066,64.5
BF,96,162.52777777777777
ES,125,2275.8048780487807
GE,279,1331.0
KH,42,0.0
GH,6,5031.912663755458
BR,180,886.1477272727273
CY,1,2169.924895688456
KR,520,260.3333333333333
HN,36,5866.359649122807
IE,145,1715.0
MK,12,4991.571428571428
JP,743,125.0
BD,116,310.9655172413793
CO,193,80.0
NI,329,219.0
AT,186,202.0
BO,58,539.625
NO,22,1202.1951219512196
IQ,69,2.5
CA,567,571.0
DE,70,973.7731481481482
NP,140,97.75
IN,223,2390.845238095238
PL,52,3242.2264150943397
RW,79,27.0
PS,174,0.4
SC,96,435.6666666666667
US,574,311.5217391304348
ZM,42,110.08695652173913
PG,122,2.4
MX,238,434.3076923076923
KM,8,0.0
BE,285,22.2
GM,36,14646.0
AU,467,90.0
BH,12,390.29411764705884
KR,146,1186.4923076923078
MG,116,2.0
GR,190,567.0
AG,88,688.0
FR,69,611.7668161434977
AL,22,1064.7777777777778
ML,58,808.6842105263158
GF,106,99.66666666666667
FM,223,94.0
JM,243,1.0
SO,24,2353.6710526315787
UZ,254,7099.0
TN,209,758.0
YE,72,154.58904109589042
PK,2,4612.086274509804
US,1641,50.0
TZ,5,2495.1147959183672
SD,86,76.625
RO,227,50.0
ZA,82,1112.5466666666666
TW,276,9096.0
PT,152,320.0
SI,327,0.0
NL,8,674.8062953995158
KI,32,5.0
GI,12,246262.0
JP,286,451.75555555555553
BS,190,0.0
MH,18,31.61904761904762
BG,106,334.3333333333333
CL,223,205.8
NG,70,1095.6008230452676
GB,66,998.9902912621359
FI,247,164.0
AW,164,110.0
CA,462,1126.0
IT,260,615.6666666666666
VN,24,814.5413436692506
US,455,530.8666666666667
SK,48,1584.5875
UA,76,1478.2133333333334
TJ,249,9.0
VE,86,1438.0
KZ,194,994.0
MO,36,9.666666666666666
AO,8,490.5448275862069
BR,471,80.0
KR,875,65.0
DJ,32,117.64285714285714
KE,88,946.5
AU,554,45.0
ES,286,278.625
GE,116,893.7777777777778
HU,150,238.75
GH,357,0.0
GN,58,4392.367346938776
KN,22,520.0
CR,300,305.0
MD,106,300.0
JP,1353,80.0
RS,103,450.1666666666667
PE,269,496.0
PH,28,4017.694817658349
SG,72,383.14285714285717
TT,266,320.0
SL,6,10630.356164383562
TR,85,2811.0123456790125
VI,46,830.0
SA,279,170.0
US,1424,96.0
RU,312,406.55555555555554
PG,281,0.5
QA,189,1241.0
SE,92,738.5
SN,18,2542.7376425855514
RE,167,402.3333333333333
US,861,262.375
PA,70,106.63157894736842
AM,28,406.3207547169811
DE,293,693.2
MM,48,958.415873015873
IN,444,45.0
EC,129,16675.0
CV,103,0.0
AR,134,900.4727272727273
LY,31,2012.673611111111
KG,76,258.875
BB,72,1057.6666666666667
LR,81,122.5
MY,228,480.5
CO,418,517.0
BD,279,1.0
NI,42,193.52307692307693
BI,6,1055.0
AF,82,1905.0416666666667
JP,900,91.33333333333333
US,1802,45.0
RO,384,40.0
ZA,305,2.0
TW,119,943.4358974358975
SI,36,2293.3809523809523
PF,112,301.6666666666667
TH,237,451.0
YE,299,7.0
PR,164,932.3333333333334
BN,48,304.55555555555554
LU,103,1739.0
CZ,31,2852.6470588235293
FR,294,285.0
GT,130,42.375
MA,72,209.84
KR,497,558.3333333333334
ID,155,2210.154761904762
NZ,200,755.5
DO,2,3794.7236777063767
LA,179,1152.0
NE,82,461.0
BE,126,591.7142857142857
CN,203,167.5
MU,156,0.0
AU,176,642.8
AU,399,55.0
BH,80,0.0
GM,120,1.0
BE,321,1.0
MX,178,375.5609756097561
LS,7,4.0
GR,226,612.5
AG,4,1162.840909090909
KR,206,502.85185185185185
MG,40,11326.166666666666
ID,420,1.0
CW,49,25.666666666666668
ML,102,593.5483870967741
FR,25,984.6651865008881
AL,74,593.8333333333334
NC,50,78.27272727272727
GY,172,1.6666666666666667
CH,171,285.0
JM,175,1132.0
FM,131,376.85714285714283
GF,54,90569.75
UZ,162,213.23076923076923
SO,68,4.2
YE,20,6530.689354275742
TN,141,187.5
PK,94,11942.8125
TW,328,167.5
SI,283,1582.0
ZA,14,2782.6632
SD,10,2128.4511627906977
RO,191,873.2
TZ,89,95.16666666666667
US,1589,75.0
JP,699,50.0
MK,80,192.5
HN,120,299.0
AT,230,93.25
NI,277,173.0
BD,40,2788.0886075949365
CO,157,240.75
LT,49,1142.2
IQ,25,1305.6842105263158
NO,74,373.8333333333333
CA,619,2524.0
BO,102,121.8
IN,131,2065.195266272189
NP,208,881.3333333333334
DE,26,2256.615702479339
AM,291,693.0
RW,19,397.6
PL,104,507.3939393939394
US,610,294.95454545454544
SC,60,0.7777777777777778
PS,242,0.0
ZM,118,573.0
PG,38,1405.418181818182
RU,7,2143.9431096681096
SA,40,462.8119658119658
US,1199,35.0
RO,549,460.0
TT,53,591.2307692307693
SG,375,9.0
PH,291,1298.25
PE,50,2179.909793814433
JP,1142,135.0
CR,19,1883.923076923077
BY,166,58.666666666666664
EG,245,2.0
BF,60,1395.4905660377358
CM,137,3285.3333333333335
GH,90,13513.538461538461
LV,37,358.0
ES,33,853.760989010989
IS,13,133.2
KR,596,25.0
BR,232,440.59375
CY,93,95.0
IL,151,628.5
UG,44,6813.481481481482
SK,271,162.0
US,248,541.1259640102828
IT,59,2146.7961432506886
ET,23,121.53731343283582
CA,241,459.9166666666667
BJ,68,29.210526315789473
GB,381,323.0
AZ,138,489.55555555555554
CL,480,1631.0
IN,537,78.0
ME,60,762.0
AE,16,1945.8015564202335
DK,118,460.0
HK,90,657.25
JP,33,1159.4161252215004
BA,10,676.0144230769231
NA,38,173.66666666666666
GD,34,588.3333333333334
JO,187,689.0
TW,43,805.1940928270042
SI,120,76.0
ZA,365,0.0
RO,476,85.0
US,1878,70.0
TH,177,472.8
PF,44,272.44444444444446
SB,54,5.75
VG,30,16.0
PR,248,49.0
LU,59,95.0
BN,108,147.33333333333334
MA,20,7047.346153846154
GT,222,1.0
ML,261,0.5
CZ,67,466.85
FR,378,255.0
DO,94,3887.1428571428573
KR,429,146.33333333333334
ID,199,225.07142857142858
NZ,148,627.5
AU,236,635.5
BE,34,1555.5
CN,151,323.0833333333333
NE,14,8564.572082379862
QA,225,75.0
US,769,337.0
SN,78,39934.739130434784
RE,251,3.0
PA,26,1798.4920634920634
PL,267,1376.0
CV,59,61.8
MM,108,69.94444444444444
IN,480,140.0
AM,64,3763.153846153846
DE,377,1694.0
BB,20,566.4736842105264
LY,67,97.25
KG,16,302.3356643356643
CI,161,3335.75
AR,218,507.14285714285717
GG,60,486.0
NI,118,150.16666666666666
GL,114,4.0
BD,331,556.0
LR,13,19472.666666666668
MY,184,336.0
JP,984,62.0
AF,14,2690.436559139785
KR,823,80.0
AO,84,427.6
BR,395,773.6
KZ,158,337.1111111111111
GH,313,2.0
HU,202,1.0
ES,322,709.0
GE,40,570.0983606557377
KE,4,1813.7701863354037
AU,630,70.0
KN,74,104.0
GN,102,311.20588235294116
JP,1301,70.0
MD,54,175.66666666666666
AD,26,554.0
CR,368,65.0
PH,64,2691.4240506329115
RS,59,891.0588235294117
PE,337,80.0
TT,342,195.0
SG,20,1452.532258064516
VI,114,300.0
US,1484,82.0
TR,9,2086.7560651379194
SL,90,112.93333333333334
UY,188,699.0
RU,356,526.0
NL,84,871.5238095238095
IR,7,58.5
JP,322,581.6206896551724
MH,78,236.5
IT,344,230.0
GB,30,1527.2897406989853
NG,26,5913.872025383395
CA,402,421.0
FI,171,315.0
CL,131,674.8333333333334
BG,54,543.04
SK,108,332.1666666666667
US,411,323.6271186440678
VN,68,403.17391304347825
UA,16,2068.187161639598
TJ,165,22.923076923076923
VE,10,2228.7892376681616
CR,510,566.0
JP,1435,80.0
BT,90,164.0
GE,166,388.5
GH,439,3.0
HU,68,702.219512195122
BR,261,392.5
KZ,16,3380.6160896130345
KR,953,110.0
TM,29,50.470588235294116
UY,50,3961.4444444444443
TR,135,409.94117647058823
US,1346,65.0
SG,154,594.5
TT,472,54.0
RS,181,571.75
PH,206,3713.8
NG,148,115.77272727272727
HR,114,1276.0
CL,13,1655.584877315974
AZ,359,13.0
BG,184,720.0
IT,470,1072.0
GB,144,512.5972222222222
FI,37,606.6470588235294
CA,284,619.0
AW,118,285.0
BS,108,13893.0
JP,460,170.0
IM,19,220.0
CG,67,617.75
NL,218,81.0
VE,132,130.0
TJ,43,381.1333333333333
UA,158,533.4545454545455
US,277,659.80078125
VN,202,3.0
SK,226,604.0
PR,118,540.2727272727273
SG,512,178.0
PF,162,150.0
TH,63,585.8272727272728
SV,108,136.57142857142858
PY,56,229.28571428571428
RO,338,100.0
TW,165,632.1875
SI,246,322.0
CN,25,871.1547277936962
BE,172,286.3333333333333
NE,128,238.0
MX,351,30.166666666666668
AU,98,543.927536231884
MU,78,315.375
GR,271,538.5
DO,208,12.0
BZ,54,193.5
KR,291,540.6363636363636
ID,73,2771.333969465649
NZ,26,2474.5714285714284
LA,97,177.75
CZ,205,375.5
MA,154,6.0
GT,80,257.0
PA,148,61.0
RE,117,551.2
US,911,118.5
SE,142,401.0
SZ,20,38.166666666666664
QA,111,150.75
AF,128,22684.0625
JP,854,92.5
EH,29,948.3333333333334
CO,368,0.0
MY,54,1548.0796460176991
LR,131,25.0
NI,248,192.5
MR,120,82.0
KG,158,162.0
GB,522,760.0
AR,84,515.6611111111112
CI,47,3289.2261306532664
IN,366,124.0
MM,226,3.3333333333333335
AM,206,159.0
EC,83,1300.6923076923076
PE,188,251.66666666666666
XK,13,256.65384615384613
PH,429,305.0
SG,505,50.0
TT,187,366.3333333333333
US,1057,68.75
SA,166,259.8333333333333
YT,108,1.0
RU,137,1108.6196319018404
BR,102,677.5730337078652
CY,211,260.0
IL,25,2394.082802547771
KR,730,237.5
KW,98,2878.0
ES,175,633.7083333333334
CF,73,7.0
OM,43,1458.6666666666667
CM,7,7769.654676258992
BF,178,16.4
BY,40,621.2285714285714
LB,127,24.2
JP,1272,45.0
EG,123,216.0
CR,157,410.5
US,118,769.9163132598247
TG,89,86.4
SY,10,2.0
TJ,328,34.0
TL,23,17.25
SR,68,256.25
ZW,64,1014.6875
FO,25,2172.0
JO,53,1007.09375
MQ,102,165.0
HT,78,586.3333333333334
JP,175,724.1128205128205
HK,212,0.0
ME,178,503.0
AE,158,124.66666666666667
MZ,40,204.23809523809524
AZ,4,3159.31955922865
CL,366,1010.0
IT,181,1303.4814814814815
CA,127,680.072463768116
GB,499,253.0
JM,33,345.8695652173913
FM,13,144.24193548387098
AS,94,146.0
CH,37,7664.103448275862
KY,14,137.25
GY,34,181.11363636363637
FR,151,505.27272727272725
CR,519,306.0
GT,307,11.0
GR,108,531.7222222222222
KR,64,854.0148148148148
ID,298,27789.0
BW,68,176.33333333333334
CN,378,4222.0
AX,16,155.0
MX,60,2206.1113989637306
AU,257,202.5
RO,49,509.15909090909093
SD,132,433.0
US,1723,90.0
PT,74,541.5
TW,454,240.0
ZA,128,143.0
TH,348,502.0
YE,154,26.88888888888889
TN,3,5092.410604192355
TT,545,275.0
UZ,44,2328.528358208955
PR,277,100.0
IN,13,3792.84390461457
NP,94,2900.157894736842
DE,148,643.0540540540541
LK,37,556.3611111111111
GU,90,454.0
IQ,151,0.037037037037037035
DZ,14,2975.076923076923
CD,93,41.5
AR,311,649.0
CO,19,2267.6796680497923
BD,166,528.7142857142857
FJ,59,8711.846153846154
AT,104,1054.9
MT,68,630.0
EE,111,230.0
IE,67,856.2631578947369
JP,565,58.333333333333336
PG,168,9.666666666666666
PS,124,11.0
US,748,60.7
SC,178,1.0
PL,230,658.5
US,979,154.2
RE,41,510.1714285714286
SE,210,341.0
QA,51,6378.0625
TD,27,13.166666666666666
JP,778,131.66666666666666
EH,65,1171.0
AF,220,206.0
NI,164,396.5
MY,106,675.72
CO,300,642.0
CI,115,111.47058823529412
AR,8,1598.621777265881
LY,145,0.5
MR,36,4.75
EC,15,2420.4845360824743
KG,194,451.0
GB,598,197.0
AM,146,197.5
DE,427,472.0
IN,306,565.8
MM,190,646.8
PR,42,616.4366197183099
UZ,275,1.25
TC,45,180211.0
TN,316,1291.0
PH,520,100.0
SV,48,291.9344262295082
TH,99,2633.4333333333334
TW,249,287.4
SI,170,50.0
US,1924,50.0
PY,100,711.25
RO,270,97.0
MU,18,783.7719298245614
AU,62,1347.128205128205
MX,259,288.85714285714283
CN,69,383.3191489361702
BE,240,27.333333333333332
LA,61,327.5
ID,21,2626.259224878162
KR,383,288.0
NZ,70,8177.32
GR,339,1367.0
DO,140,52.5
GT,12,2959.9646194926568
CZ,145,250.4
GB,204,386.5357142857143
CA,320,176.71428571428572
FI,121,187.5
MW,6,61.854166666666664
IT,394,722.5
AW,42,3188.0
CL,81,507.28735632183907
BG,228,0.0
NG,200,12.5
HR,46,461.0
LC,41,50.0
JP,400,201.77777777777777
BS,48,4744.4
NL,134,676.2
CG,31,532.8
ST,36,3.0
TJ,119,127.86666666666666
UA,194,1818.6
SK,190,40.8
US,329,479.96992481203006
VN,150,469.0
BT,6,3808.2631578947367
JP,1479,55.0
EG,324,467.0
CR,418,596.0
HU,24,2221.046808510638
AU,676,65.0
MP,48,495.0
ES,400,953.0
GE,250,420.0
KR,997,45.0
KZ,76,1796.7714285714285
BR,345,1033.4285714285713
AO,134,206.5
RU,438,570.0
TM,65,160.5
SS,18,1897.3333333333333
VI,160,429.5
US,1310,40.0
TR,219,2.4
SL,136,28142.6
UY,110,522.7142857142857
TT,388,54.0
SG,198,494.25
PH,146,1023.7833333333333
RS,233,292.5
GU,6,509.58181818181816
DE,200,196.92307692307693
NP,2,3220.377571008815
IN,81,2400.4362483311083
CD,1,4382.184444444444
BO,180,133.0
AR,363,15.0
IQ,203,66.0
NO,152,2928.0
DZ,82,0.0
MT,24,510.57142857142856
FJ,103,260.5
AT,52,1317.7619047619048
MY,265,2.0
CO,79,614.0820895522388
BD,250,1.0
MK,130,610.0
JP,617,59.333333333333336
IE,31,698.7169811320755
EE,51,462.2
PG,244,5.0
US,688,452.25
PS,32,1785.1774193548388
PL,186,297.1
CH,121,74.66666666666667
AS,2,435.8253968253968
FM,81,135.28571428571428
JM,125,0.2
FR,203,741.4666666666667
JP,1598,55.0
GY,126,57.25
ML,180,6.25
BW,24,84.27272727272727
KR,28,1703.366003062787
ID,374,2.0
GR,48,12559.904761904761
AU,349,132.5
MX,96,3369.9275766016713
GH,530,41.0
CN,294,733.0
ZA,220,97.5
PT,22,458.408
TW,410,165.0
US,1767,70.0
RO,109,612.3214285714286
SD,216,0.0
TZ,139,425.0
PK,140,110.0
TH,256,480.0
TN,95,27747.153846153848
YE,198,396.0
UZ,112,2101.92
PR,329,1071.0
US,42,925.5909115238452
TJ,276,6.0
TG,5,3486.0
ZW,28,16365.98275862069
SR,24,4116.772727272727
TL,75,2.0
HT,18,9031.067010309278
JO,105,716.1428571428571
MQ,58,369.14285714285717
HK,136,903.125
JP,243,598.2435897435897
GP,36,124.5
CA,35,1145.078125
FI,282,750.0
BJ,150,113.0
IT,233,894.3333333333334
GB,431,156.0
AZ,88,555.1428571428571
CL,306,150.0
MZ,116,0.5
PH,497,0.0
PE,224,290.8
TT,231,626.0
SG,421,3208.0
YT,48,9.0
SA,250,135.0
US,1149,35.0
RU,213,1825.121212121212
KW,62,565.125
KR,646,79.66666666666667
GW,18,5.0
IL,69,1170.5925925925926
KZ,303,0.5
BR,58,2456.9543252595154
CY,143,681.0
GH,136,27.153846153846153
ES,243,702.9090909090909
CF,21,751.0
MV,12,330.95
CM,91,152.0
OM,119,40.0
LB,35,2829.25
EG,39,78.97619047619048
BY,116,849.8
JP,1188,60.0
CR,193,1217.0
CW,7,11014.108108108108
FR,47,944.4018475750578
GY,154,0.09090909090909091
ML,80,999.6081081081081
CH,157,80.0
NC,4,1265.6555555555556
FM,181,198.0
JM,153,61.0
AU,441,60.0
MX,132,426.37593984962405
GM,78,0.0
KR,248,642.4285714285714
MG,30,2791.4545454545455
ID,402,52600.0
GR,212,695.0
AG,50,1413.6666666666667
PK,104,406.0
ZA,56,5204.92899408284
SI,301,1399.0
TW,382,40.0
US,1539,105.0
RO,137,294.1
SD,60,7416.068965517241
TZ,111,2.0
SO,114,1.5
UZ,148,74.21739130434783
TN,187,254.5
YE,34,1485.8808664259927
LT,7,603.4475138121547
BO,80,2626.4
AR,399,86.0
IQ,47,2895.176470588235
NO,124,498.6666666666667
CA,605,0.0
